nm	-	00:53	
nml	-	00:55	
rsa	-	00:57	
ebtwa	-	00:57	
esta	-	00:58	
est	-	00:59	
ahz	-	01:01	
ahwa	-	01:05	
ahb	-	01:05	
ah	-	01:06	
ahp	-	01:09	
va	-	01:09	
ahpr	-	01:11	
vp	-	01:13	
rh	-	01:16	
dr	-	01:20	
bmn	-	01:25	
ijbza	-	01:29	
ijbz	-	01:30	
zp	-	01:31	
zpgea	-	01:32	
zpta	-	01:33	
spa	-	01:38	
dvgea	-	01:39	
dvge	-	01:41	
