rsd	-	12:18
etn	-	12:32
bda	-	12:39
bd	-	12:41
gz	-	12:49
tbr	-	12:52
tbu	-	12:56
tb	-	12:59
tba	-	13:01
ot	-	13:06
btl	-	13:13
lpe	-	13:16   [buiten]
beto	-	13:20
bet	-	13:21
at	-	13:25
ehs	-	13:28
ehv	-	13:31
tgra	-	13:33
hmbv	-	13:39
hmh	-	13:41
hm	-	13:43
hmbh	-	13:45
dn	-	13:50
grvn	-	13:57
hrt	-	14:03
br	-	14:09
vl	-	14:11
