kfhn	-	12:21	
kfhz	-	12:23	
kfhaz	-	12:27	
zwd	-	12:29	
grbr	-	12:30	
ddr	-	12:31	
ddzd	-	12:33	
wld	-	12:37	
mdbz	-	12:40	
zlw	-	12:42
zha	-	12:47
nvbro	-	12:48
bdpb	-	12:52
bda	-	12:54
bd	-	12:56
gz	-	13:04
tbr	-	13:07
tbu	-	13:11
tb	-	13:15
tba	-	13:16
ot	-	13:20
btl	-	13:26
lpe	-	13:27	[buiten]
beto	-	13:31
bet	-	13:32
at	-	13:35
ehs	-	13:38
ehv	-	13:42
tgra	-	13:44
hmbv	-	13:50
hmh	-	13:52
hm	-	13:54
hmbh	-	13:56
dn	-	14:01
grvn	-	14:08
hrt	-	14:14
br	-	14:20
vl	-	14:22
