kfhn	-	12:00	
kfhz	-	12:02	
kfhaz	-	12:06	
zwd	-	12:08	
grbr	-	12:09	
ddr	-	12:10	
ddzd	-	12:11
wld	-	12:15
mdbz	-	12:17
zlw	-	12:19
zvb	-	12:24
zvbi	-	12:25
mabr	-	12:26
odb	-	12:31
rsd	-	12:39
kraga	-	12:49
bgn	-	12:53
rb	-	13:05
kbd	-	13:08
krg	-	13:13
vlk	-	13:15
bzl	-	13:18
gs	-	13:22
ha	-	13:26
lwd	-	13:35
sloe	-	13:46
