sloe	v	12:12	
lwd	-	12:22	
ha	-	12:32	
gs	-	12:36	
bzl	-	12:40	
vlk	-	12:43	
krg	-	12:45	
kbd	-	12:50	
rb	-	12:53	
bgn	-	13:05	
kraga	-	13:09	
rsd	-	13:19
odb	-	13:26
mabr	-	13:30
zvbi	-	13:31
zvb	-	13:32
zlw	-	13:37
mdbz	-	13:39
wld	-	13:42
ddzd	-	13:46
ddr	-	13:48
grbr	-	13:50
zwd	-	13:51
kfhaz	-	13:52
