Ut	v	13:18
Utwaw	-	13:19
Utwao	-	13:19
Utlr	-	13:20
Utt	-	13:21
Vtn	-	13:23
Hmlva	-	13:24
Hmla	-	13:25
Wd	-	13:28
Wdo	-	13:28
Odo	-	13:32
Odw	-	13:33
Gdg	-	13:36
Gd	a	13:38
Gd	v	13:39
Hgwbr	-	13:40
Mdo	-	13:41
Mda	-	13:41
Nwki	-	13:43
Nwk	-	13:44
Cps	-	13:45
Rta	a	13:47
Rta	v	13:48
Rtngo	-	13:50
Rtngw	-	13:51
Rtn	-	13:52
Hlba	-	13:53
Az	-	13:54
Wspl	-	13:55
Rtd	a	13:57
